id,title,overview,release_date,vote_average,vote_count,popularity,poster_path,genre_names
51482,Death Note Relight 1: Visions of a God,"A recap of Death Note episodes 1–26, with new footage. When rogue shinigami Ryuk leaves his Death Note in the human world, he has no idea how far the one who finds it will take his new-found power. With the Death Note in hand, brilliant high school student Light Yagami vows to rid the world of evil.",2007-08-31,7.896,356,16.1692,/qDhbGqjZ7yFwa7FMIzuiQTQMfEQ.jpg,"TV Movie, Crime, Drama, Fantasy, Thriller, Animation"
1249013,Jugaremos en el bosque,"After the death of his son, Javier hopes that restoring his family's abandoned ranch will allow him and his wife Mariana, who attempted suicide, a new beginning, but his grandmother refuses.",2024-05-01,7.024,42,16.5286,/eBSl9nGymidAyEBdJGADnnm7JKt.jpg,Horror
567609,Ready or Not,A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-in-seek.,2019-08-21,7.0,4748,15.7374,/oJD9KQFoObZmxAS1je56SIFVNJt.jpg,"Horror, Comedy"
718930,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",2022-08-03,7.44,6588,14.8426,/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,"Action, Comedy, Thriller"
634492,Madame Web,"Forced to confront revelations about her past, paramedic Cassandra Webb forges a relationship with three young women destined for powerful futures...if they can all survive a deadly present.",2024-02-14,5.4,2175,14.8427,/rULWuutDcN5NvtiZi4FRPzRYWSh.jpg,"Action, Fantasy"
50014,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",2011-08-09,8.206,8504,15.9733,/3kmfoWWEc9Vtyuaf9v5VipRgdjx.jpg,Drama
399170,Logan Lucky,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",2017-08-17,6.729,3588,14.0791,/2yfQR59Cu1ZFHdti0igSxAIL8hd.jpg,"Comedy, Crime, Action, Drama"
1087192,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",2025-06-11,0.0,0,14.8145,/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg,"Fantasy, Adventure, Family, Action"
458220,Palmer,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.",2021-01-28,8.105,1683,17.0212,/xSDdRAjxKAGi8fUBLOqSrBhJmF0.jpg,Drama
166426,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",2017-05-23,6.652,12190,14.7389,/qwoGfcg6YUS55nUweKGujHE54Wy.jpg,"Adventure, Action, Fantasy"
298618,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",2023-06-13,6.658,4489,15.5415,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,"Adventure, Action, Science Fiction"
19913,(500) Days of Summer,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",2009-07-17,7.294,10368,14.5687,/qXAuQ9hF30sQRsXf40OfRVl0MJZ.jpg,"Comedy, Drama, Romance"
529203,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",2020-11-25,7.466,3905,16.2056,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,"Animation, Family, Adventure, Fantasy, Comedy"
1100099,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",2024-10-10,7.337,789,14.7603,/oeDNBgnlGF6rnyX1P1K8Vl2f3lW.jpg,"Romance, Drama"
456173,Minecraft: Through the Nether Portal,"Minecraft: Through the Nether Portal takes you on a journey through the ever-evolving, epic game of Minecraft. Its popularity is opening up a whole new world for this generation, with millions of new players signing up each week. With exclusive interviews from industry experts and Minecraft’s biggest YouTube players, Dan TDM and Ali-A, we look at how the game is now being used as a tool for education and teaching while digging deeper into the creativity behind the game.",2017-05-16,4.0,2,13.5175,/fLCB9f2zqdksQxLPUPJpPWUP7xL.jpg,Documentary
1395724,Chijin no Ai,"Kawai Joji, an aspiring screenwriter who has won a screenplay competition but has yet to make his professional debut, meets a beautiful woman, Naomi, in a rundown bar one day. Naomi says she is working at the bar while aiming to become an actress. On another day, Joji is asked by his screenplay instructor if he would like to write a screenplay for a film based on Tanizaki Junichiro's ""A Fool's Love"" on his behalf. Joji is determined to succeed this time, but struggles to write the script. Meanwhile, Joji meets Naomi again, and the two of them quickly become closer, but...",2024-11-29,6.0,1,15.7534,/fKNBwFKX4VMC73hJr81GpsoUsQO.jpg,Drama
77,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",2000-10-11,8.178,15225,15.5824,/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,"Mystery, Thriller"
55779,Final Destination 5,"Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",2011-08-12,6.102,3516,15.4645,/Akx1Po4ZLetOWfYJhQf75tbhTtK.jpg,"Horror, Mystery"
812,Aladdin,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",1992-11-25,7.651,11427,15.5083,/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg,"Animation, Family, Adventure, Fantasy, Romance"
270946,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",2014-11-22,6.526,4240,15.0214,/gbrNsZ1dOK789NwWPyC0SuEABgr.jpg,"Family, Animation, Adventure, Comedy"
1302004,Kaskasero,"A talented mechanic and driver, Migs quickly finds success when a customer he likes, Gabbi, leads him into the life of street car racing. But as he goes along this life and learns of Gabbi’s past, Migs makes rash decisions that might put the brakes on their relationship.",2024-07-26,6.0,1,15.2491,/qSpFNnFC3il0bdhyynzJgwlMRnv.jpg,Drama
4232,Scream,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",1996-12-20,7.412,7255,14.953,/lr9ZIrmuwVmZhpZuTCW8D9g0ZJe.jpg,"Crime, Horror, Mystery"
91314,Transformers: Age of Extinction,"As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.",2014-06-25,5.941,8294,16.074,/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,"Science Fiction, Action, Adventure"
969492,Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",2024-02-09,7.262,1252,15.2278,/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,"Action, War, Thriller"
920,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",2006-06-08,6.993,14259,15.8554,/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg,"Animation, Adventure, Comedy, Family"
1460265,Crazy Texas,"Amidst the festive spirit of Christmas in a small Texas town, two sisters find themselves embroiled in a dangerous struggle to safeguard their family wealth and deeply held religious convictions.",2025-04-04,5.0,4,14.2625,/6Ms6av0iGFeVSK5leKdOCFjv9qC.jpg,Horror
1023915,2073,"Inspired by Chris Marker's iconic 1962 featurette La Jetée; the year is 2073—a not-so-distant dystopian future—and the setting is New San Francisco, the scorched-earth tech-dominant police state where democracy and personal freedom have been well and truly obliterated.",2024-12-27,6.877,53,15.5457,/l67ir3kU53FYd6Vjwhqrkih1H1P.jpg,"Thriller, Documentary, Science Fiction"
531428,Portrait of a Lady on Fire,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",2019-09-18,8.111,2666,14.5988,/2LquGwEhbg3soxSCs9VNyh5VJd9.jpg,"Drama, Romance, History"
335778,Risen,"Clavius, a powerful Roman military tribune, and his aide, Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",2016-02-18,6.216,856,23.2823,/6hGh4z503k8wA8mLlmvwhTSGja.jpg,"Action, Adventure, Drama, Fantasy"
624860,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",2021-12-16,6.381,5943,14.6417,/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,"Science Fiction, Action, Adventure"
1104844,BLUE LOCK THE MOVIE -EPISODE NAGI-,"When apathetic gamer Nagi agrees to join his rich classmate Mikage in soccer, their partnership leads to the famous Blue Lock program — and to changes.",2024-04-19,7.371,182,14.9665,/ae434jM5NG2kKX1rRkG5giMhpPI.jpg,"Animation, Action, Drama"
713704,Evil Dead Rise,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",2023-04-12,6.9,3236,16.5173,/5ik4ATKmNtmJU6AYD0bLm56BCVM.jpg,"Horror, Thriller"
154400,The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",2014-09-12,6.794,2236,13.6348,/olQInYvVCW2wycMSU1ogo9Jshml.jpg,"Drama, Crime"
378064,A Silent Voice: The Movie,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",2016-09-17,8.4,4084,14.5752,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,"Animation, Drama, Romance"
